student_track_id,student_id,track_name,date_enrolled,track_completed,days_for_completion,completion_bucket
49,1498,Business Analyst,2022-04-03,0,NULL,Not Completed
50,1500,Data Analyst,2022-07-20,0,NULL,Not Completed
51,1501,Data Analyst,2022-08-23,0,NULL,Not Completed
52,1503,Data Analyst,2022-04-01,0,NULL,Not Completed
53,1517,Data Scientist,2022-01-22,0,NULL,Not Completed
54,1517,Data Analyst,2022-01-20,0,NULL,Not Completed
55,1521,Data Analyst,2022-04-05,1,406,366+ days
56,1522,Data Scientist,2022-04-27,0,NULL,Not Completed
57,1522,Business Analyst,2022-04-27,0,NULL,Not Completed
58,1537,Data Scientist,2022-02-14,0,NULL,Not Completed
59,1538,Data Scientist,2022-08-23,0,NULL,Not Completed
60,1538,Data Analyst,2022-08-22,0,NULL,Not Completed
61,1538,Business Analyst,2022-08-23,0,NULL,Not Completed
62,1540,Data Scientist,2022-01-14,0,NULL,Not Completed
63,1552,Data Scientist,2022-03-15,0,NULL,Not Completed
64,1559,Data Analyst,2022-02-01,0,NULL,Not Completed
65,1561,Business Analyst,2022-08-07,0,NULL,Not Completed
66,1563,Data Scientist,2022-06-26,0,NULL,Not Completed
67,1578,Data Analyst,2022-01-12,0,NULL,Not Completed
68,1600,Data Analyst,2022-03-07,0,NULL,Not Completed
69,1791,Data Scientist,2022-07-28,0,NULL,Not Completed
70,1795,Data Analyst,2022-01-03,0,NULL,Not Completed
71,1802,Data Analyst,2022-06-27,0,NULL,Not Completed
72,1809,Data Scientist,2022-09-27,0,NULL,Not Completed
73,1852,Business Analyst,2022-04-15,0,NULL,Not Completed
74,1863,Data Analyst,2022-02-14,0,NULL,Not Completed
75,1866,Data Analyst,2022-03-16,0,NULL,Not Completed
76,1879,Data Scientist,2022-05-09,0,NULL,Not Completed
77,1879,Data Analyst,2022-05-09,0,NULL,Not Completed
78,1879,Business Analyst,2022-05-09,0,NULL,Not Completed
79,1901,Data Scientist,2022-07-15,0,NULL,Not Completed
80,1901,Data Analyst,2022-10-08,0,NULL,Not Completed
81,1909,Data Analyst,2022-08-24,0,NULL,Not Completed
82,1909,Business Analyst,2022-07-14,0,NULL,Not Completed
83,1914,Data Analyst,2022-03-26,0,NULL,Not Completed
84,1949,Data Analyst,2022-08-11,0,NULL,Not Completed
85,1949,Business Analyst,2022-08-15,0,NULL,Not Completed
86,1956,Data Analyst,2022-06-02,0,NULL,Not Completed
87,2014,Data Analyst,2022-04-20,0,NULL,Not Completed
88,2014,Business Analyst,2022-04-20,0,NULL,Not Completed
89,2018,Data Analyst,2022-06-02,0,NULL,Not Completed
90,2019,Data Analyst,2022-01-18,0,NULL,Not Completed
91,2073,Data Scientist,2022-01-01,0,NULL,Not Completed
92,2084,Data Scientist,2022-06-26,0,NULL,Not Completed
93,2084,Data Analyst,2022-06-26,0,NULL,Not Completed
94,2091,Data Scientist,2022-09-09,0,NULL,Not Completed
95,2091,Data Analyst,2022-06-12,0,NULL,Not Completed
96,2110,Data Scientist,2022-09-26,0,NULL,Not Completed
97,2112,Data Scientist,2022-01-17,0,NULL,Not Completed
98,2113,Data Scientist,2022-09-13,0,NULL,Not Completed
99,2114,Data Scientist,2022-01-16,0,NULL,Not Completed
100,2114,Business Analyst,2022-01-16,0,NULL,Not Completed
101,2134,Data Analyst,2022-06-24,0,NULL,Not Completed
102,2222,Data Analyst,2022-03-04,0,NULL,Not Completed
103,2255,Data Scientist,2022-01-24,0,NULL,Not Completed
104,2259,Data Analyst,2022-09-20,0,NULL,Not Completed
105,2259,Business Analyst,2022-09-20,0,NULL,Not Completed
106,2264,Data Scientist,2022-04-30,0,NULL,Not Completed
107,2292,Data Scientist,2022-01-09,0,NULL,Not Completed
108,2292,Data Analyst,2022-05-19,0,NULL,Not Completed
109,2295,Data Analyst,2022-05-24,0,NULL,Not Completed
110,2307,Business Analyst,2022-01-23,0,NULL,Not Completed
111,2353,Business Analyst,2022-06-30,0,NULL,Not Completed
112,2397,Data Scientist,2022-09-02,0,NULL,Not Completed
113,2431,Data Analyst,2022-05-24,0,NULL,Not Completed
114,2473,Data Scientist,2022-08-13,0,NULL,Not Completed
115,2611,Data Scientist,2022-08-11,0,NULL,Not Completed
116,2617,Business Analyst,2022-01-29,0,NULL,Not Completed
117,2620,Data Analyst,2022-04-24,0,NULL,Not Completed
118,2629,Data Analyst,2022-04-05,0,NULL,Not Completed
119,2649,Data Scientist,2022-07-03,0,NULL,Not Completed
120,2690,Data Scientist,2022-09-08,0,NULL,Not Completed
121,2701,Data Analyst,2022-07-16,0,NULL,Not Completed
122,2702,Business Analyst,2022-05-07,0,NULL,Not Completed
123,2731,Data Analyst,2022-01-12,0,NULL,Not Completed
124,2827,Data Analyst,2022-01-27,0,NULL,Not Completed
125,2881,Data Scientist,2022-06-10,0,NULL,Not Completed
126,2938,Data Scientist,2022-03-09,0,NULL,Not Completed
127,2945,Data Scientist,2022-02-16,0,NULL,Not Completed
128,2954,Data Scientist,2022-03-06,0,NULL,Not Completed
129,2971,Data Analyst,2022-06-19,0,NULL,Not Completed
130,3002,Data Scientist,2022-01-07,0,NULL,Not Completed
131,3002,Data Analyst,2022-01-07,0,NULL,Not Completed
132,3002,Business Analyst,2022-01-07,0,NULL,Not Completed
133,3056,Data Analyst,2022-04-03,0,NULL,Not Completed
134,3056,Business Analyst,2022-04-03,0,NULL,Not Completed
135,3062,Data Analyst,2022-01-31,0,NULL,Not Completed
136,3080,Data Scientist,2022-08-06,0,NULL,Not Completed
137,3103,Data Scientist,2022-06-22,0,NULL,Not Completed
138,3115,Data Analyst,2022-02-18,0,NULL,Not Completed
139,3183,Data Scientist,2022-02-17,0,NULL,Not Completed
140,3183,Data Analyst,2022-01-26,0,NULL,Not Completed
141,3195,Data Analyst,2022-01-12,0,NULL,Not Completed
142,3239,Data Analyst,2022-03-11,0,NULL,Not Completed
143,3247,Data Scientist,2022-04-26,0,NULL,Not Completed
144,3260,Data Analyst,2022-10-02,0,NULL,Not Completed
145,3297,Data Analyst,2022-07-31,0,NULL,Not Completed
146,3310,Data Scientist,2022-10-04,0,NULL,Not Completed
147,3310,Data Analyst,2022-10-04,0,NULL,Not Completed
148,3360,Data Analyst,2022-07-18,0,NULL,Not Completed
149,3416,Data Analyst,2022-02-22,0,NULL,Not Completed
150,3423,Data Scientist,2022-03-27,0,NULL,Not Completed
151,3478,Business Analyst,2022-09-04,0,NULL,Not Completed
152,3494,Data Analyst,2022-09-07,0,NULL,Not Completed
153,3541,Data Scientist,2022-06-25,0,NULL,Not Completed
154,3550,Data Analyst,2022-02-08,0,NULL,Not Completed
155,3577,Data Scientist,2022-05-14,1,295,91 to 365 days
156,3643,Data Scientist,2022-01-23,0,NULL,Not Completed
157,3749,Data Analyst,2022-01-14,0,NULL,Not Completed
158,3751,Data Scientist,2022-09-20,0,NULL,Not Completed
159,3817,Data Analyst,2022-04-21,0,NULL,Not Completed
160,3817,Business Analyst,2022-04-21,0,NULL,Not Completed
161,3824,Business Analyst,2022-10-17,0,NULL,Not Completed
162,3830,Data Scientist,2022-05-04,0,NULL,Not Completed
163,3852,Data Analyst,2022-03-13,0,NULL,Not Completed
164,3856,Data Analyst,2022-02-12,0,NULL,Not Completed
165,3862,Data Analyst,2022-01-12,0,NULL,Not Completed
166,3875,Data Scientist,2022-06-25,0,NULL,Not Completed
167,3887,Data Analyst,2022-01-28,0,NULL,Not Completed
168,3938,Data Analyst,2022-10-03,0,NULL,Not Completed
169,4011,Data Scientist,2022-04-02,0,NULL,Not Completed
170,4059,Data Scientist,2022-02-14,0,NULL,Not Completed
171,4078,Data Scientist,2022-06-29,0,NULL,Not Completed
172,4107,Data Analyst,2022-03-24,0,NULL,Not Completed
173,4141,Data Analyst,2022-01-13,0,NULL,Not Completed
174,4141,Business Analyst,2022-01-13,0,NULL,Not Completed
175,4194,Data Analyst,2022-05-16,0,NULL,Not Completed
176,4205,Data Analyst,2022-04-03,0,NULL,Not Completed
177,4232,Business Analyst,2022-08-15,0,NULL,Not Completed
178,4242,Data Scientist,2022-02-01,0,NULL,Not Completed
179,4242,Data Analyst,2022-03-25,0,NULL,Not Completed
180,4242,Business Analyst,2022-07-09,0,NULL,Not Completed
181,4266,Data Analyst,2022-01-19,0,NULL,Not Completed
182,4266,Business Analyst,2022-06-15,0,NULL,Not Completed
183,4336,Data Scientist,2022-03-04,0,NULL,Not Completed
184,4371,Data Scientist,2022-06-12,0,NULL,Not Completed
185,4392,Data Analyst,2022-05-30,0,NULL,Not Completed
186,4404,Business Analyst,2022-09-17,0,NULL,Not Completed
187,4408,Data Analyst,2022-01-04,0,NULL,Not Completed
188,4408,Business Analyst,2022-01-04,0,NULL,Not Completed
189,4430,Data Analyst,2022-07-22,0,NULL,Not Completed
190,4441,Business Analyst,2022-09-11,0,NULL,Not Completed
191,4514,Data Analyst,2022-06-19,0,NULL,Not Completed
192,4558,Data Scientist,2022-04-06,0,NULL,Not Completed
193,4558,Data Analyst,2022-04-06,0,NULL,Not Completed
194,4558,Business Analyst,2022-04-06,0,NULL,Not Completed
195,4658,Data Scientist,2022-08-30,0,NULL,Not Completed
196,4691,Data Analyst,2022-05-04,0,NULL,Not Completed
197,4691,Business Analyst,2022-05-04,0,NULL,Not Completed
198,4696,Data Scientist,2022-02-22,0,NULL,Not Completed
199,4763,Data Analyst,2022-08-17,0,NULL,Not Completed
200,4874,Data Analyst,2022-05-14,0,NULL,Not Completed
201,4874,Business Analyst,2022-05-20,0,NULL,Not Completed
202,4884,Data Analyst,2022-02-18,0,NULL,Not Completed
203,5016,Data Analyst,2022-07-28,0,NULL,Not Completed
204,5080,Data Analyst,2022-06-18,0,NULL,Not Completed
205,5142,Data Scientist,2022-05-20,0,NULL,Not Completed
206,5221,Data Analyst,2022-06-10,0,NULL,Not Completed
207,5253,Data Scientist,2022-02-01,0,NULL,Not Completed
208,5334,Data Scientist,2022-06-02,0,NULL,Not Completed
209,5389,Data Scientist,2022-02-15,0,NULL,Not Completed
210,5583,Data Scientist,2022-06-22,0,NULL,Not Completed
211,5583,Data Analyst,2022-07-13,0,NULL,Not Completed
212,5691,Data Analyst,2022-06-28,0,NULL,Not Completed
213,5827,Data Scientist,2022-04-30,0,NULL,Not Completed
214,5827,Data Analyst,2022-02-13,1,76,61 to 90 days
215,5836,Business Analyst,2022-01-15,0,NULL,Not Completed
216,5944,Data Scientist,2022-06-02,0,NULL,Not Completed
217,5974,Data Analyst,2022-01-03,1,20,8 to 30 days
218,6011,Data Scientist,2022-03-20,0,NULL,Not Completed
219,6053,Data Analyst,2022-05-21,1,208,91 to 365 days
220,6063,Data Analyst,2022-01-23,0,NULL,Not Completed
221,6164,Data Scientist,2022-09-19,0,NULL,Not Completed
222,6164,Data Analyst,2022-05-30,0,NULL,Not Completed
223,6165,Data Scientist,2022-06-05,0,NULL,Not Completed
224,6165,Data Analyst,2022-06-05,0,NULL,Not Completed
225,6239,Data Analyst,2022-08-09,0,NULL,Not Completed
226,6363,Data Scientist,2022-01-24,0,NULL,Not Completed
227,6426,Business Analyst,2022-02-24,0,NULL,Not Completed
228,6448,Data Scientist,2022-06-20,0,NULL,Not Completed
229,6448,Business Analyst,2022-03-06,0,NULL,Not Completed
230,6547,Data Analyst,2022-02-07,0,NULL,Not Completed
231,6588,Data Analyst,2022-03-01,0,NULL,Not Completed
232,6589,Data Analyst,2022-03-20,0,NULL,Not Completed
233,6618,Data Scientist,2022-03-17,0,NULL,Not Completed
234,6618,Data Analyst,2022-03-02,0,NULL,Not Completed
235,6657,Data Scientist,2022-06-19,0,NULL,Not Completed
236,6723,Data Scientist,2022-07-20,0,NULL,Not Completed
237,6773,Data Scientist,2022-06-11,0,NULL,Not Completed
238,6773,Data Analyst,2022-09-21,0,NULL,Not Completed
239,6787,Data Analyst,2022-01-15,0,NULL,Not Completed
240,6808,Business Analyst,2022-10-19,0,NULL,Not Completed
241,6862,Data Analyst,2022-03-03,0,NULL,Not Completed
242,6930,Data Scientist,2022-01-04,0,NULL,Not Completed
243,6930,Data Analyst,2022-01-04,0,NULL,Not Completed
244,6932,Business Analyst,2022-03-30,0,NULL,Not Completed
245,6971,Data Scientist,2022-08-15,0,NULL,Not Completed
246,7037,Business Analyst,2022-04-14,0,NULL,Not Completed
247,7069,Data Analyst,2022-01-19,0,NULL,Not Completed
248,7099,Data Analyst,2022-08-08,0,NULL,Not Completed
249,7217,Data Scientist,2022-06-29,0,NULL,Not Completed
250,7291,Business Analyst,2022-03-08,0,NULL,Not Completed
251,7325,Business Analyst,2022-01-19,0,NULL,Not Completed
252,7329,Data Scientist,2022-01-27,0,NULL,Not Completed
253,7331,Data Scientist,2022-01-15,0,NULL,Not Completed
254,7331,Data Analyst,2022-07-20,0,NULL,Not Completed
255,7343,Data Scientist,2022-01-23,0,NULL,Not Completed
256,7432,Data Scientist,2022-02-16,0,NULL,Not Completed
257,7521,Data Scientist,2022-04-08,0,NULL,Not Completed
258,7548,Data Analyst,2022-04-15,0,NULL,Not Completed
259,7548,Business Analyst,2022-04-15,0,NULL,Not Completed
260,7642,Data Analyst,2022-01-19,0,NULL,Not Completed
261,7684,Data Scientist,2022-02-16,0,NULL,Not Completed
262,7955,Data Analyst,2022-05-27,0,NULL,Not Completed
263,7962,Data Scientist,2022-10-10,0,NULL,Not Completed
264,7978,Data Scientist,2022-07-23,0,NULL,Not Completed
265,7978,Data Analyst,2022-07-23,0,NULL,Not Completed
266,7978,Business Analyst,2022-07-23,0,NULL,Not Completed
267,7999,Data Scientist,2022-01-04,0,NULL,Not Completed
268,8161,Data Scientist,2022-09-20,0,NULL,Not Completed
269,8188,Data Scientist,2022-05-18,0,NULL,Not Completed
270,8191,Data Analyst,2022-07-11,0,NULL,Not Completed
271,8194,Data Scientist,2022-06-07,0,NULL,Not Completed
272,8260,Business Analyst,2022-01-05,0,NULL,Not Completed
273,8431,Data Analyst,2022-02-15,0,NULL,Not Completed
274,8431,Business Analyst,2022-05-02,0,NULL,Not Completed
275,8495,Data Scientist,2022-04-10,0,NULL,Not Completed
276,8495,Data Analyst,2022-04-09,0,NULL,Not Completed
277,8495,Business Analyst,2022-01-10,0,NULL,Not Completed
278,8544,Data Scientist,2022-06-25,0,NULL,Not Completed
279,8567,Data Analyst,2022-09-07,0,NULL,Not Completed
280,8572,Data Scientist,2022-07-27,0,NULL,Not Completed
281,8594,Data Scientist,2022-01-25,0,NULL,Not Completed
282,8641,Data Analyst,2022-06-25,0,NULL,Not Completed
283,9055,Data Analyst,2022-08-05,0,NULL,Not Completed
284,9061,Data Scientist,2022-08-22,0,NULL,Not Completed
285,9108,Data Analyst,2022-04-23,0,NULL,Not Completed
286,9169,Data Analyst,2022-09-21,0,NULL,Not Completed
287,9170,Data Scientist,2022-09-27,0,NULL,Not Completed
288,9268,Data Analyst,2022-06-19,0,NULL,Not Completed
289,9305,Data Scientist,2022-09-22,0,NULL,Not Completed
290,9409,Data Analyst,2022-01-17,0,NULL,Not Completed
291,9500,Data Analyst,2022-03-08,0,NULL,Not Completed
292,9558,Data Analyst,2022-01-06,0,NULL,Not Completed
293,9561,Data Analyst,2022-02-10,0,NULL,Not Completed
294,9653,Data Analyst,2022-02-09,0,NULL,Not Completed
295,9754,Data Analyst,2022-03-20,0,NULL,Not Completed
296,9754,Business Analyst,2022-01-08,0,NULL,Not Completed
297,9771,Data Analyst,2022-03-21,0,NULL,Not Completed
298,9771,Business Analyst,2022-05-20,0,NULL,Not Completed
299,9808,Data Scientist,2022-05-26,0,NULL,Not Completed
300,10009,Data Analyst,2022-02-24,0,NULL,Not Completed
301,10016,Data Analyst,2022-08-15,0,NULL,Not Completed
302,10051,Data Scientist,2022-06-05,0,NULL,Not Completed
303,10149,Business Analyst,2022-08-11,0,NULL,Not Completed
304,10218,Data Scientist,2022-06-23,0,NULL,Not Completed
305,10299,Data Analyst,2022-03-31,0,NULL,Not Completed
306,10422,Data Analyst,2022-02-14,0,NULL,Not Completed
307,10549,Data Analyst,2022-01-17,1,482,366+ days
308,10631,Data Analyst,2022-09-24,0,NULL,Not Completed
309,10790,Data Analyst,2022-03-12,0,NULL,Not Completed
310,10827,Data Scientist,2022-09-08,0,NULL,Not Completed
311,10966,Data Analyst,2022-03-25,0,NULL,Not Completed
312,11002,Data Analyst,2022-08-04,0,NULL,Not Completed
313,11119,Data Analyst,2022-04-28,0,NULL,Not Completed
314,11209,Data Analyst,2022-06-29,0,NULL,Not Completed
315,11215,Data Analyst,2022-05-16,0,NULL,Not Completed
316,11250,Data Scientist,2022-04-03,0,NULL,Not Completed
317,11250,Data Analyst,2022-04-03,0,NULL,Not Completed
318,11250,Business Analyst,2022-04-03,0,NULL,Not Completed
319,11357,Data Scientist,2022-03-20,0,NULL,Not Completed
320,11361,Data Scientist,2022-03-29,0,NULL,Not Completed
321,11418,Data Scientist,2022-08-04,0,NULL,Not Completed
322,11418,Data Analyst,2022-08-04,0,NULL,Not Completed
323,11599,Data Analyst,2022-01-10,0,NULL,Not Completed
324,11630,Data Analyst,2022-01-16,0,NULL,Not Completed
325,11711,Data Analyst,2022-04-24,0,NULL,Not Completed
326,11888,Data Scientist,2022-01-06,0,NULL,Not Completed
327,11990,Data Scientist,2022-04-20,0,NULL,Not Completed
328,11990,Data Analyst,2022-04-20,0,NULL,Not Completed
329,11990,Business Analyst,2022-04-20,0,NULL,Not Completed
330,12234,Data Analyst,2022-02-15,0,NULL,Not Completed
331,12270,Data Analyst,2022-03-21,0,NULL,Not Completed
332,12279,Data Scientist,2022-06-05,0,NULL,Not Completed
333,12279,Data Analyst,2022-06-05,0,NULL,Not Completed
334,12279,Business Analyst,2022-08-31,0,NULL,Not Completed
335,12488,Data Analyst,2022-08-26,0,NULL,Not Completed
336,12491,Data Scientist,2022-01-20,0,NULL,Not Completed
337,12496,Data Analyst,2022-07-29,0,NULL,Not Completed
338,12532,Business Analyst,2022-03-07,0,NULL,Not Completed
339,12598,Data Scientist,2022-08-03,0,NULL,Not Completed
340,12623,Data Analyst,2022-01-19,1,168,91 to 365 days
341,12786,Data Analyst,2022-03-31,0,NULL,Not Completed
342,12816,Business Analyst,2022-03-31,0,NULL,Not Completed
343,12897,Data Analyst,2022-03-27,0,NULL,Not Completed
344,13073,Business Analyst,2022-10-06,0,NULL,Not Completed
345,13114,Data Scientist,2022-06-15,0,NULL,Not Completed
346,13180,Data Analyst,2022-05-24,0,NULL,Not Completed
347,13182,Data Analyst,2022-01-26,0,NULL,Not Completed
348,13296,Data Scientist,2022-05-09,0,NULL,Not Completed
349,13538,Data Analyst,2022-01-07,0,NULL,Not Completed
350,13595,Data Analyst,2022-01-18,0,NULL,Not Completed
351,13595,Business Analyst,2022-01-18,0,NULL,Not Completed
352,13621,Data Analyst,2022-08-09,0,NULL,Not Completed
353,13656,Data Scientist,2022-04-08,0,NULL,Not Completed
354,13832,Data Analyst,2022-03-06,0,NULL,Not Completed
355,13973,Data Scientist,2022-06-15,0,NULL,Not Completed
356,14000,Data Analyst,2022-08-15,0,NULL,Not Completed
357,14010,Data Analyst,2022-02-05,0,NULL,Not Completed
358,14091,Data Analyst,2022-04-28,0,NULL,Not Completed
359,14216,Business Analyst,2022-06-18,0,NULL,Not Completed
360,14299,Data Analyst,2022-02-19,0,NULL,Not Completed
361,14344,Data Scientist,2022-05-30,0,NULL,Not Completed
362,14357,Data Scientist,2022-09-20,0,NULL,Not Completed
363,14383,Data Scientist,2022-01-27,0,NULL,Not Completed
364,14383,Business Analyst,2022-05-18,0,NULL,Not Completed
365,14700,Data Analyst,2022-05-05,0,NULL,Not Completed
366,14700,Business Analyst,2022-05-05,0,NULL,Not Completed
367,14702,Data Scientist,2022-01-24,0,NULL,Not Completed
368,14703,Data Scientist,2022-09-19,0,NULL,Not Completed
369,14975,Data Scientist,2022-03-09,0,NULL,Not Completed
370,14987,Data Analyst,2022-03-18,0,NULL,Not Completed
371,15150,Data Analyst,2022-04-20,0,NULL,Not Completed
372,15328,Data Scientist,2022-01-06,0,NULL,Not Completed
373,15328,Business Analyst,2022-01-06,0,NULL,Not Completed
374,15415,Data Analyst,2022-01-02,0,NULL,Not Completed
375,15415,Business Analyst,2022-01-02,0,NULL,Not Completed
376,15473,Data Scientist,2022-02-14,0,NULL,Not Completed
377,15473,Business Analyst,2022-02-23,0,NULL,Not Completed
378,15478,Data Scientist,2022-08-14,0,NULL,Not Completed
379,15708,Data Scientist,2022-07-24,0,NULL,Not Completed
380,15743,Data Analyst,2022-04-25,0,NULL,Not Completed
381,15837,Data Analyst,2022-09-20,0,NULL,Not Completed
382,16158,Data Analyst,2022-06-06,0,NULL,Not Completed
383,16647,Data Scientist,2022-10-15,0,NULL,Not Completed
384,16647,Data Analyst,2022-10-15,0,NULL,Not Completed
385,16668,Data Scientist,2022-10-16,0,NULL,Not Completed
386,16668,Business Analyst,2022-10-16,0,NULL,Not Completed
387,16796,Data Scientist,2022-05-26,0,NULL,Not Completed
388,16796,Data Analyst,2022-05-29,0,NULL,Not Completed
389,16915,Data Scientist,2022-03-23,0,NULL,Not Completed
390,17073,Data Scientist,2022-09-15,0,NULL,Not Completed
391,17175,Data Scientist,2022-07-08,0,NULL,Not Completed
392,17342,Data Scientist,2022-03-27,0,NULL,Not Completed
393,17342,Data Analyst,2022-04-15,0,NULL,Not Completed
394,17358,Business Analyst,2022-08-21,0,NULL,Not Completed
395,17419,Data Analyst,2022-05-31,1,243,91 to 365 days
396,17562,Data Scientist,2022-09-28,0,NULL,Not Completed
397,17562,Business Analyst,2022-09-20,0,NULL,Not Completed
398,17613,Data Scientist,2022-05-18,0,NULL,Not Completed
399,17771,Data Analyst,2022-01-06,0,NULL,Not Completed
400,17774,Data Analyst,2022-03-20,0,NULL,Not Completed
401,17780,Data Scientist,2022-05-05,0,NULL,Not Completed
402,18288,Data Scientist,2022-10-18,0,NULL,Not Completed
403,18288,Data Analyst,2022-10-18,0,NULL,Not Completed
404,18288,Business Analyst,2022-10-18,0,NULL,Not Completed
405,18510,Data Analyst,2022-08-18,0,NULL,Not Completed
406,18606,Data Analyst,2022-01-07,0,NULL,Not Completed
407,18687,Data Scientist,2022-08-18,0,NULL,Not Completed
408,18757,Data Analyst,2022-08-19,0,NULL,Not Completed
409,18918,Business Analyst,2022-01-12,0,NULL,Not Completed
410,19074,Business Analyst,2022-07-30,0,NULL,Not Completed
411,19193,Data Analyst,2022-09-23,0,NULL,Not Completed
412,19667,Data Analyst,2022-03-01,0,NULL,Not Completed
413,19705,Business Analyst,2022-01-20,0,NULL,Not Completed
414,19706,Data Analyst,2022-07-05,0,NULL,Not Completed
415,19842,Data Analyst,2022-05-20,0,NULL,Not Completed
416,19879,Data Analyst,2022-03-18,0,NULL,Not Completed
417,20419,Data Analyst,2022-03-23,0,NULL,Not Completed
418,20710,Data Analyst,2022-01-08,0,NULL,Not Completed
419,20907,Data Scientist,2022-06-04,0,NULL,Not Completed
420,21229,Data Scientist,2022-02-26,0,NULL,Not Completed
421,21229,Data Analyst,2022-03-09,0,NULL,Not Completed
422,21229,Business Analyst,2022-05-10,0,NULL,Not Completed
423,21419,Business Analyst,2022-01-23,0,NULL,Not Completed
424,21562,Data Scientist,2022-06-19,0,NULL,Not Completed
425,21562,Data Analyst,2022-06-19,0,NULL,Not Completed
426,21562,Business Analyst,2022-06-19,0,NULL,Not Completed
427,21722,Data Analyst,2022-02-06,0,NULL,Not Completed
428,21722,Business Analyst,2022-06-07,0,NULL,Not Completed
429,21796,Data Analyst,2022-05-20,0,NULL,Not Completed
430,22149,Data Analyst,2022-08-17,0,NULL,Not Completed
431,22179,Data Analyst,2022-01-12,0,NULL,Not Completed
432,22533,Data Scientist,2022-05-29,0,NULL,Not Completed
433,22673,Data Scientist,2022-04-15,0,NULL,Not Completed
434,22815,Data Scientist,2022-08-25,0,NULL,Not Completed
435,22887,Data Scientist,2022-03-03,0,NULL,Not Completed
436,22889,Data Scientist,2022-08-15,0,NULL,Not Completed
437,23003,Business Analyst,2022-08-11,0,NULL,Not Completed
438,23104,Business Analyst,2022-02-02,0,NULL,Not Completed
439,23113,Business Analyst,2022-01-30,0,NULL,Not Completed
440,23245,Business Analyst,2022-10-03,0,NULL,Not Completed
441,23403,Data Analyst,2022-03-26,0,NULL,Not Completed
442,23628,Business Analyst,2022-07-28,0,NULL,Not Completed
443,23662,Data Scientist,2022-07-21,0,NULL,Not Completed
444,23664,Data Scientist,2022-03-30,0,NULL,Not Completed
445,23708,Data Scientist,2022-06-20,0,NULL,Not Completed
446,23919,Data Analyst,2022-03-08,0,NULL,Not Completed
447,24168,Data Analyst,2022-04-07,0,NULL,Not Completed
448,24423,Data Analyst,2022-06-12,0,NULL,Not Completed
449,24541,Data Analyst,2022-08-16,0,NULL,Not Completed
450,24593,Data Scientist,2022-05-21,0,NULL,Not Completed
